Player 1,Player 2,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
RJ Nicol, LRPL Taylor,2010-2012,2010,2012,5,1,80,38,20,0,0,New Zealand
NT Broom, BB McCullum,2009-2009,2009,2009,3,0,77,61,25.66,0,1,New Zealand
GD Elliott, LRPL Taylor,2016-2016,2016,2016,4,2,77,22,38.5,0,0,New Zealand
MJ Guptill, SB Styris,2009-2010,2009,2010,4,0,77,61,19.25,0,1,New Zealand
AP Devcich, HD Rutherford,2013-2013,2013,2013,2,0,76,73,38,0,1,New Zealand
JDS Neesham, L Ronchi,2014-2015,2014,2015,4,1,76,33,25.33,0,0,New Zealand
GD Elliott, BB McCullum,2009-2013,2009,2013,2,0,73,58,36.5,0,1,New Zealand
PD McGlashan, LRPL Taylor,2010-2010,2010,2010,2,1,73,42,73,0,0,New Zealand
PG Fulton, LRPL Taylor,2007-2007,2007,2007,2,0,72,70,36,0,1,New Zealand
MJ Santner, IS Sodhi,2017-2018,2017,2018,2,1,72,38*,72,0,0,New Zealand
JEC Franklin, NL McCullum,2009-2013,2009,2013,7,1,69,39,11.5,0,0,New Zealand
GJ Hopkins, BB McCullum,2010-2010,2010,2010,1,0,68,68,68,0,1,New Zealand
CJ Anderson, C Munro,2012-2017,2012,2017,6,0,65,24,10.83,0,0,New Zealand
MJ Guptill, AJ Redmond,2009-2009,2009,2009,3,0,65,40,21.66,0,0,New Zealand
CJ Anderson, GD Elliott,2016-2016,2016,2016,2,0,64,64,32,0,1,New Zealand
MS Chapman, KS Williamson,2018-2018,2018,2018,2,0,61,48,30.5,0,0,New Zealand
BB McCullum, RJ Nicol,2012-2012,2012,2012,3,0,61,42,20.33,0,0,New Zealand
JDP Oram, JS Patel,2007-2008,2007,2008,2,0,61,33,30.5,0,0,New Zealand
SB Styris, L Vincent,2006-2007,2006,2007,4,0,61,28,15.25,0,0,New Zealand
TC Bruce, KS Williamson,2017-2018,2017,2018,5,0,59,28,11.8,0,0,New Zealand
GD Elliott, MJ Guptill,2013-2015,2013,2015,2,0,59,34,29.5,0,0,New Zealand
TWM Latham, LRPL Taylor,2013-2014,2013,2014,2,0,59,39,29.5,0,0,New Zealand
NL McCullum, L Ronchi,2013-2016,2013,2016,4,1,59,45,19.66,0,0,New Zealand
L Ronchi, GH Worker,2015-2015,2015,2015,2,0,56,49,28,0,0,New Zealand
SB Styris, DL Vettori,2007-2010,2007,2010,3,0,56,40,18.66,0,0,New Zealand
C de Grandhomme, LRPL Taylor,2018-2018,2018,2018,4,0,55,30,13.75,0,0,New Zealand
JEC Franklin, KS Williamson,2012-2012,2012,2012,2,0,55,45,27.5,0,0,New Zealand
BB McCullum, C Munro,2012-2014,2012,2014,3,0,55,37,18.33,0,0,New Zealand
JDS Neesham, KS Williamson,2014-2017,2014,2017,4,0,54,34,13.5,0,0,New Zealand
MJ Santner, BM Wheeler,2018-2018,2018,2018,1,0,54,54,54,0,1,New Zealand
MJ Guptill, AK Kitchen,2018-2018,2018,2018,1,0,52,52,52,0,1,New Zealand
TWM Latham, L Ronchi,2014-2015,2014,2015,2,0,51,38,25.5,0,0,New Zealand
JEC Franklin, GJ Hopkins,2010-2010,2010,2010,1,0,50,50,50,0,1,New Zealand
CJ Anderson, MJ Santner,2016-2016,2016,2016,2,1,49,28,49,0,0,New Zealand
AP Devcich, KS Williamson,2014-2014,2014,2014,1,0,49,49,49,0,0,New Zealand
BB McCullum, DL Vettori,2012-2012,2012,2012,1,0,48,48,48,0,0,New Zealand
NL McCullum, C Munro,2012-2015,2012,2015,4,2,48,41*,24,0,0,New Zealand
CJ Anderson, BB McCullum,2014-2014,2014,2014,2,0,47,46,23.5,0,0,New Zealand
C Munro, L Ronchi,2013-2015,2013,2015,3,0,46,31,15.33,0,0,New Zealand
NL McCullum, LRPL Taylor,2010-2014,2010,2014,5,0,45,14,9,0,0,New Zealand
JDP Oram, DL Vettori,2007-2010,2007,2010,4,0,45,20,11.25,0,0,New Zealand
PD McGlashan, SB Styris,2009-2010,2009,2010,2,0,43,25,21.5,0,0,New Zealand
DAJ Bracewell, RM Hira,2012-2012,2012,2012,2,0,42,21,21,0,0,New Zealand
TC Bruce, LRPL Taylor,2017-2018,2017,2018,2,0,41,39,20.5,0,0,New Zealand
MJ Santner, TG Southee,2017-2017,2017,2017,2,1,41,29*,41,0,0,New Zealand
IS Sodhi, LRPL Taylor,2018-2018,2018,2018,2,0,41,38,20.5,0,0,New Zealand
SB Styris, JW Wilson,2005-2005,2005,2005,1,0,40,40,40,0,0,New Zealand
JM How, SB Styris,2007-2008,2007,2008,2,0,38,30,19,0,0,New Zealand
C Munro, JDS Neesham,2012-2015,2012,2015,2,0,38,20,19,0,0,New Zealand
NJ Astle, SP Fleming,2005-2005,2005,2005,1,0,37,37,37,0,0,New Zealand
TWM Latham, KS Williamson,2017-2017,2017,2017,1,0,36,36,36,0,0,New Zealand
AP Devcich, TWM Latham,2013-2013,2013,2013,1,0,35,35,35,0,0,New Zealand
MR Gillespie, JDP Oram,2007-2007,2007,2007,1,0,35,35,35,0,0,New Zealand
KD Mills, DL Vettori,2008-2010,2008,2010,5,2,35,20,11.66,0,0,New Zealand
JDP Oram, TG Southee,2008-2012,2008,2012,2,1,35,23*,35,0,0,New Zealand
GD Elliott, GH Worker,2015-2015,2015,2015,2,0,34,18,17,0,0,New Zealand
GJ Hopkins, SB Styris,2007-2010,2007,2010,2,0,34,22,17,0,0,New Zealand
TWM Latham, TG Southee,2012-2014,2012,2014,2,0,34,30,17,0,0,New Zealand
GD Elliott, L Ronchi,2016-2016,2016,2016,2,0,32,16,16,0,0,New Zealand
TL Seifert, LRPL Taylor,2018-2018,2018,2018,4,1,32,15*,10.66,0,0,New Zealand
NJ Astle, L Vincent,2006-2006,2006,2006,1,0,31,31,31,0,0,New Zealand
MR Gillespie, KD Mills,2007-2007,2007,2007,1,1,31,31*,-,0,0,New Zealand
MJ Santner, KS Williamson,2015-2016,2015,2016,2,0,31,30,15.5,0,0,New Zealand
NJ Astle, JEC Franklin,2006-2006,2006,2006,1,1,30,30*,-,0,0,New Zealand
TD Astle, KS Williamson,2016-2016,2016,2016,1,0,30,30,30,0,0,New Zealand
DR Flynn, LRPL Taylor,2008-2008,2008,2008,1,0,30,30,30,0,0,New Zealand
KD Mills, JDP Oram,2007-2008,2007,2008,2,0,30,20,15,0,0,New Zealand
JD Ryder, KS Williamson,2012-2012,2012,2012,1,0,30,30,30,0,0,New Zealand
CJ Anderson, C de Grandhomme,2017-2017,2017,2017,1,1,29,29*,-,0,0,New Zealand
CJ Anderson, NL McCullum,2012-2012,2012,2012,1,0,29,29,29,0,0,New Zealand
TA Blundell, MJ Santner,2018-2018,2018,2018,1,1,29,29*,-,0,0,New Zealand
DAJ Bracewell, JDP Oram,2012-2012,2012,2012,1,0,29,29,29,0,0,New Zealand
TC Bruce, TWM Latham,2017-2017,2017,2017,1,0,29,29,29,0,0,New Zealand
C de Grandhomme, MJ Santner,2017-2018,2017,2018,4,1,29,13*,9.66,0,0,New Zealand
AK Kitchen, LRPL Taylor,2017-2017,2017,2017,1,0,29,29,29,0,0,New Zealand
KD Mills, SB Styris,2007-2010,2007,2010,2,0,29,15,14.5,0,0,New Zealand
MS Chapman, LRPL Taylor,2018-2018,2018,2018,4,0,28,12,7,0,0,New Zealand
DR Flynn, SB Styris,2008-2008,2008,2008,1,0,28,28,28,0,0,New Zealand
JEC Franklin, C Munro,2012-2013,2012,2013,3,0,28,16,9.33,0,0,New Zealand
PA Hitchcock, KD Mills,2008-2008,2008,2008,1,0,28,28,28,0,0,New Zealand
JM How, JD Ryder,2008-2008,2008,2008,1,0,28,28,28,0,0,New Zealand
NL McCullum, BJ Watling,2009-2009,2009,2009,1,0,28,28,28,0,0,New Zealand
TC Bruce, GD Phillips,2017-2017,2017,2017,1,0,27,27,27,0,0,New Zealand
MS Chapman, C de Grandhomme,2018-2018,2018,2018,2,1,27,19*,27,0,0,New Zealand
GD Elliott, MJ Santner,2016-2016,2016,2016,3,0,27,11,9,0,0,New Zealand
PG Fulton, SB Styris,2007-2008,2007,2008,3,0,27,15,9,0,0,New Zealand
TA Blundell, LRPL Taylor,2018-2018,2018,2018,1,0,26,26,26,0,0,New Zealand
DAJ Bracewell, NL McCullum,2012-2015,2012,2015,4,1,26,24,8.66,0,0,New Zealand
NT Broom, BJ Watling,2009-2009,2009,2009,1,0,26,26,26,0,0,New Zealand
DR Flynn, TWM Latham,2012-2012,2012,2012,1,0,26,26,26,0,0,New Zealand
CD McMillan, DL Vettori,2007-2007,2007,2007,2,0,26,21,13,0,0,New Zealand
TG Southee, BM Wheeler,2017-2017,2017,2017,1,0,26,26,26,0,0,New Zealand
NJ Astle, PG Fulton,2006-2006,2006,2006,1,0,25,25,25,0,0,New Zealand
HM Nicholls, KS Williamson,2016-2016,2016,2016,1,0,25,25,25,0,0,New Zealand
NJ Astle, LRPL Taylor,2006-2006,2006,2006,1,0,24,24,24,0,0,New Zealand
JEC Franklin, JDS Neesham,2012-2012,2012,2012,1,0,24,24,24,0,0,New Zealand
TG Southee, LRPL Taylor,2014-2018,2014,2018,4,1,24,14*,8,0,0,New Zealand
CJ Anderson, TL Seifert,2018-2018,2018,2018,1,0,23,23,23,0,0,New Zealand
AM Ellis, JDP Oram,2012-2012,2012,2012,1,0,23,23,23,0,0,New Zealand
MJ Guptill, TL Seifert,2018-2018,2018,2018,1,0,23,23,23,0,0,New Zealand
JM How, LRPL Taylor,2008-2008,2008,2008,1,0,23,23,23,0,0,New Zealand
NT Broom, KS Williamson,2017-2017,2017,2017,1,0,22,22,22,0,0,New Zealand
TC Bruce, MJ Guptill,2018-2018,2018,2018,2,0,22,19,11,0,0,New Zealand
C de Grandhomme, TG Southee,2018-2018,2018,2018,1,0,22,22,22,0,0,New Zealand
AM Ellis, KS Williamson,2012-2012,2012,2012,1,1,22,22*,-,0,0,New Zealand
JEC Franklin, SB Styris,2009-2010,2009,2010,2,0,22,14,11,0,0,New Zealand
JM How, BB McCullum,2007-2008,2007,2008,2,0,22,21,11,0,0,New Zealand
NL McCullum, JDP Oram,2010-2012,2010,2012,3,0,22,9,7.33,0,0,New Zealand
NL McCullum, TG Southee,2010-2015,2010,2015,4,1,22,13,7.33,0,0,New Zealand
NL McCullum, SB Styris,2010-2010,2010,2010,1,0,22,22,22,0,0,New Zealand
CD McMillan, LRPL Taylor,2007-2007,2007,2007,2,0,22,17,11,0,0,New Zealand
LRPL Taylor, L Vincent,2007-2007,2007,2007,3,0,22,11,7.33,0,0,New Zealand
TA Boult, RM Hira,2013-2013,2013,2013,1,0,21,21,21,0,0,New Zealand
KD Mills, TG Southee,2008-2010,2008,2010,2,1,21,21*,21,0,0,New Zealand
JEC Franklin, KD Mills,2008-2008,2008,2008,1,0,20,20,20,0,0,New Zealand
JM How, L Vincent,2007-2007,2007,2007,1,0,20,20,20,0,0,New Zealand
TWM Latham, NL McCullum,2012-2015,2012,2015,2,0,20,16,10,0,0,New Zealand
BB McCullum, BJ Watling,2009-2009,2009,2009,1,0,20,20,20,0,0,New Zealand
NJ Astle, PD McGlashan,2006-2006,2006,2006,2,0,19,15,9.5,0,0,New Zealand
SE Bond, JEC Franklin,2006-2006,2006,2006,1,1,19,19*,-,0,0,New Zealand
SE Bond, LRPL Taylor,2007-2007,2007,2007,1,0,19,19,19,0,0,New Zealand
TC Bruce, JDS Neesham,2017-2017,2017,2017,1,0,19,19,19,0,0,New Zealand
MR Gillespie, DL Vettori,2007-2007,2007,2007,1,0,19,19,19,0,0,New Zealand
LRPL Taylor, BM Wheeler,2018-2018,2018,2018,1,1,19,19*,-,0,0,New Zealand
CJ Anderson, JDS Neesham,2014-2014,2014,2014,1,1,18,18*,-,0,0,New Zealand
DG Brownlie, MJ Guptill,2010-2010,2010,2010,1,0,18,18,18,0,0,New Zealand
TC Bruce, C de Grandhomme,2017-2018,2017,2018,4,0,18,9,4.5,0,0,New Zealand
C de Grandhomme, BB McCullum,2012-2012,2012,2012,1,0,18,18,18,0,0,New Zealand
MJ Guptill, TWM Latham,2015-2015,2015,2015,1,0,18,18,18,0,0,New Zealand
RM Hira, MJ McClenaghan,2013-2013,2013,2013,1,1,18,18*,-,0,0,New Zealand
KD Mills, KS Williamson,2014-2014,2014,2014,1,0,18,18,18,0,0,New Zealand
CJ Anderson, TC Bruce,2017-2017,2017,2017,1,0,17,17,17,0,0,New Zealand
C de Grandhomme, MJ Guptill,2012-2012,2012,2012,2,1,17,9,17,0,0,New Zealand
GD Elliott, KS Williamson,2016-2016,2016,2016,1,0,17,17,17,0,0,New Zealand
PG Fulton, L Vincent,2006-2007,2006,2007,3,0,17,9,5.66,0,0,New Zealand
MJ Guptill, DL Vettori,2010-2010,2010,2010,1,0,17,17,17,0,0,New Zealand
CS Martin, JDP Oram,2008-2008,2008,2008,1,0,17,17,17,0,0,New Zealand
JS Patel, LRPL Taylor,2007-2007,2007,2007,1,1,17,17*,-,0,0,New Zealand
GD Phillips, MJ Santner,2018-2018,2018,2018,1,1,17,17*,-,0,0,New Zealand
AR Adams, SB Styris,2005-2005,2005,2005,1,0,16,16,16,0,0,New Zealand
JEC Franklin, JD Ryder,2012-2012,2012,2012,1,0,16,16,16,0,0,New Zealand
NL McCullum, AF Milne,2014-2015,2014,2015,2,2,16,11*,-,0,0,New Zealand
C de Grandhomme, GD Phillips,2017-2018,2017,2018,3,0,15,9,5,0,0,New Zealand
DR Flynn, KD Mills,2008-2008,2008,2008,2,0,15,8,7.5,0,0,New Zealand
MR Gillespie, CD McMillan,2007-2007,2007,2007,2,1,15,14*,15,0,0,New Zealand
DAJ Bracewell, MJ McClenaghan,2012-2012,2012,2012,2,1,14,9*,14,0,0,New Zealand
DAJ Bracewell, LRPL Taylor,2012-2012,2012,2012,1,0,14,14,14,0,0,New Zealand
SP Fleming, L Vincent,2006-2006,2006,2006,1,0,14,14,14,0,0,New Zealand
JEC Franklin, JDP Oram,2008-2010,2008,2010,2,0,14,9,7,0,0,New Zealand
MJ Henry, KS Williamson,2016-2016,2016,2016,1,0,14,14,14,0,0,New Zealand
LRPL Taylor, DL Vettori,2007-2010,2007,2010,4,0,14,6,3.5,0,0,New Zealand
GJ Hopkins, NL McCullum,2010-2010,2010,2010,1,0,13,13,13,0,0,New Zealand
AK Kitchen, C Munro,2018-2018,2018,2018,1,0,13,13,13,0,0,New Zealand
TWM Latham, C Munro,2013-2013,2013,2013,1,0,13,13,13,0,0,New Zealand
BB McCullum, JAH Marshall,2008-2008,2008,2008,1,0,13,13,13,0,0,New Zealand
C de Grandhomme, BM Wheeler,2017-2017,2017,2017,1,0,12,12,12,0,0,New Zealand
GD Elliott, NL McCullum,2009-2009,2009,2009,1,1,12,12*,-,0,0,New Zealand
GJ Hopkins, DL Vettori,2010-2010,2010,2010,3,0,12,6,4,0,0,New Zealand
NL McCullum, JDS Neesham,2012-2015,2012,2015,3,0,12,9,4,0,0,New Zealand
RJ Nicol, TG Southee,2012-2012,2012,2012,2,0,12,12,6,0,0,New Zealand
L Ronchi, MJ Santner,2016-2016,2016,2016,1,0,12,12,12,0,0,New Zealand
L Ronchi, KS Williamson,2014-2017,2014,2017,4,0,12,6,3,0,0,New Zealand
NT Broom, AP Devcich,2013-2013,2013,2013,1,0,11,11,11,0,0,New Zealand
C de Grandhomme, HM Nicholls,2017-2017,2017,2017,1,0,11,11,11,0,0,New Zealand
AM Ellis, NL McCullum,2012-2013,2012,2013,3,0,11,6,3.66,0,0,New Zealand
MJ Guptill, PJ Ingram,2010-2010,2010,2010,1,0,11,11,11,0,0,New Zealand
AP Devcich, LRPL Taylor,2013-2013,2013,2013,1,0,10,10,10,0,0,New Zealand
DR Flynn, JDP Oram,2008-2008,2008,2008,1,0,10,10,10,0,0,New Zealand
JEC Franklin, DL Vettori,2008-2010,2008,2010,3,0,10,5,3.33,0,0,New Zealand
MJ Guptill, PD McGlashan,2009-2009,2009,2009,2,0,10,8,5,0,0,New Zealand
TWM Latham, HM Nicholls,2017-2017,2017,2017,1,0,10,10,10,0,0,New Zealand
HJH Marshall, SB Styris,2005-2005,2005,2005,1,0,10,10,10,0,0,New Zealand
TA Boult, KS Williamson,2014-2014,2014,2014,1,0,9,9,9,0,0,New Zealand
DAJ Bracewell, AF Milne,2015-2015,2015,2015,1,1,9,9*,-,0,0,New Zealand
NT Broom, KD Mills,2009-2009,2009,2009,1,0,9,9,9,0,0,New Zealand
NT Broom, LRPL Taylor,2009-2009,2009,2009,1,0,9,9,9,0,0,New Zealand
IG Butler, JEC Franklin,2013-2013,2013,2013,1,0,9,9,9,0,0,New Zealand
IG Butler, NL McCullum,2009-2010,2009,2010,2,1,9,6*,9,0,0,New Zealand
AP Devcich, MJ Guptill,2014-2014,2014,2014,1,0,9,9,9,0,0,New Zealand
GD Elliott, JDS Neesham,2015-2015,2015,2015,1,0,9,9,9,0,0,New Zealand
PG Fulton, RJ Nicol,2012-2012,2012,2012,1,0,9,9,9,0,0,New Zealand
SE Bond, NL McCullum,2009-2009,2009,2009,1,0,8,8,8,0,0,New Zealand
IG Butler, KD Mills,2009-2009,2009,2009,1,0,8,8,8,0,0,New Zealand
KD Mills, JDS Neesham,2014-2014,2014,2014,1,1,8,8*,-,0,0,New Zealand
SE Bond, DL Vettori,2007-2007,2007,2007,1,0,7,7,7,0,0,New Zealand
TA Boult, TG Southee,2014-2017,2014,2017,2,0,7,6,3.5,0,0,New Zealand
CL Cairns, L Vincent,2006-2006,2006,2006,1,0,7,7,7,0,0,New Zealand
DR Flynn, JM How,2008-2008,2008,2008,1,0,7,7,7,0,0,New Zealand
PG Fulton, JM How,2008-2008,2008,2008,1,0,7,7,7,0,0,New Zealand
NL McCullum, KD Mills,2010-2012,2010,2012,3,0,7,4,2.33,0,0,New Zealand
KD Mills, AF Milne,2010-2012,2010,2012,2,1,7,7,7,0,0,New Zealand
SHA Rance, IS Sodhi,2018-2018,2018,2018,2,0,7,6,3.5,0,0,New Zealand
TG Southee, KS Williamson,2012-2012,2012,2012,1,0,7,7,7,0,0,New Zealand
SB Styris, BJ Watling,2009-2009,2009,2009,1,0,7,7,7,0,0,New Zealand
AR Adams, PD McGlashan,2006-2006,2006,2006,1,0,6,6,6,0,0,New Zealand
TA Blundell, TC Bruce,2018-2018,2018,2018,1,0,6,6,6,0,0,New Zealand
SE Bond, CD McMillan,2007-2007,2007,2007,2,0,6,4,3,0,0,New Zealand
SE Bond, TG Southee,2009-2009,2009,2009,1,0,6,6,6,0,0,New Zealand
DAJ Bracewell, C Munro,2012-2012,2012,2012,1,0,6,6,6,0,0,New Zealand
IG Butler, DL Vettori,2009-2009,2009,2009,1,0,6,6,6,0,0,New Zealand
GD Elliott, JEC Franklin,2009-2009,2009,2009,1,0,6,6,6,0,0,New Zealand
LH Ferguson, IS Sodhi,2018-2018,2018,2018,1,0,6,6,6,0,0,New Zealand
DR Flynn, TG Southee,2012-2012,2012,2012,1,0,6,6,6,0,0,New Zealand
JEC Franklin, PG Fulton,2006-2006,2006,2006,1,0,6,6,6,0,0,New Zealand
PG Fulton, JDP Oram,2008-2008,2008,2008,1,0,6,6,6,0,0,New Zealand
GJ Hopkins, LRPL Taylor,2010-2010,2010,2010,1,0,6,6,6,0,0,New Zealand
MJ McClenaghan, L Ronchi,2016-2016,2016,2016,1,1,6,6*,-,0,0,New Zealand
MJ Santner, LRPL Taylor,2017-2018,2017,2018,2,0,6,4,3,0,0,New Zealand
LRPL Taylor, BJ Watling,2012-2012,2012,2012,1,0,6,6,6,0,0,New Zealand
DAJ Bracewell, MJ Santner,2017-2017,2017,2017,1,0,5,5,5,0,0,New Zealand
NT Broom, IG Butler,2009-2009,2009,2009,1,1,5,5*,-,0,0,New Zealand
SP Fleming, CD McMillan,2005-2005,2005,2005,1,0,5,5,5,0,0,New Zealand
MJ Guptill, GD Phillips,2018-2018,2018,2018,1,0,5,5,5,0,0,New Zealand
AK Kitchen, KS Williamson,2018-2018,2018,2018,1,1,5,5*,-,0,0,New Zealand
TWM Latham, MJ Santner,2017-2017,2017,2017,1,0,5,5,5,0,0,New Zealand
MJ Mason, DL Vettori,2008-2008,2008,2008,1,0,5,5,5,0,0,New Zealand
KD Mills, EP Thompson,2008-2008,2008,2008,1,0,5,5,5,0,0,New Zealand
KD Mills, DR Tuffey,2005-2005,2005,2005,1,0,5,5,5,0,0,New Zealand
CJ Anderson, AF Milne,2018-2018,2018,2018,1,1,4,4*,-,0,0,New Zealand
NJ Astle, JAH Marshall,2006-2006,2006,2006,1,0,4,4,4,0,0,New Zealand
DG Brownlie, DR Flynn,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand
TC Bruce, MJ Santner,2017-2017,2017,2017,1,0,4,4,4,0,0,New Zealand
AM Ellis, BJ Watling,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand
SP Fleming, HJH Marshall,2005-2005,2005,2005,1,0,4,4,4,0,0,New Zealand
MJ Henry, NL McCullum,2015-2015,2015,2015,1,0,4,4,4,0,0,New Zealand
TWM Latham, RJ Nicol,2012-2012,2012,2012,1,0,4,4,4,0,0,New Zealand
NL McCullum, KS Williamson,2014-2015,2014,2015,2,0,4,4,2,0,0,New Zealand
KD Mills, JW Wilson,2005-2005,2005,2005,1,0,4,4,4,0,0,New Zealand
DR Tuffey, DL Vettori,2010-2010,2010,2010,1,0,4,4,4,0,0,New Zealand
AR Adams, SE Bond,2006-2006,2006,2006,1,0,3,3,3,0,0,New Zealand
AR Adams, MR Gillespie,2006-2006,2006,2006,1,1,3,3*,-,0,0,New Zealand
CJ Anderson, BJ Watling,2014-2014,2014,2014,1,0,3,3,3,0,0,New Zealand
TA Boult, AF Milne,2016-2016,2016,2016,1,0,3,3,3,0,0,New Zealand
C de Grandhomme, IS Sodhi,2018-2018,2018,2018,1,0,3,3,3,0,0,New Zealand
GD Elliott, MJ McClenaghan,2016-2016,2016,2016,1,0,3,3,3,0,0,New Zealand
PG Fulton, HJH Marshall,2006-2006,2006,2006,1,0,3,3,3,0,0,New Zealand
NL McCullum, PD McGlashan,2009-2009,2009,2009,2,0,3,3,1.5,0,0,New Zealand
JDP Oram, JD Ryder,2008-2008,2008,2008,1,0,3,3,3,0,0,New Zealand
TA Boult, LRPL Taylor,2018-2018,2018,2018,1,1,2,2*,-,0,0,New Zealand
CL Cairns, SB Styris,2005-2005,2005,2005,1,0,2,2,2,0,0,New Zealand
GD Elliott, AF Milne,2016-2016,2016,2016,1,0,2,2,2,0,0,New Zealand
AM Ellis, L Ronchi,2013-2013,2013,2013,1,1,2,2*,-,0,0,New Zealand
DR Flynn, DL Vettori,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand
JEC Franklin, TG Southee,2012-2012,2012,2012,1,1,2,2*,-,0,0,New Zealand
RJ Nicol, AJ Redmond,2010-2010,2010,2010,1,0,2,2,2,0,0,New Zealand
RJ Nicol, L Ronchi,2013-2013,2013,2013,1,0,2,2,2,0,0,New Zealand
JD Ryder, SB Styris,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand
TG Southee, EP Thompson,2008-2008,2008,2008,1,0,2,2,2,0,0,New Zealand
CJ Anderson, TG Southee,2018-2018,2018,2018,1,0,1,1,1,0,0,New Zealand
NJ Astle, BB McCullum,2006-2006,2006,2006,1,0,1,1,1,0,0,New Zealand
SE Bond, DR Tuffey,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand
NT Broom, PD McGlashan,2009-2009,2009,2009,1,0,1,1,1,0,0,New Zealand
DG Brownlie, JDP Oram,2012-2012,2012,2012,1,0,1,1,1,0,0,New Zealand
DG Brownlie, JD Ryder,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand
DG Brownlie, KS Williamson,2014-2014,2014,2014,1,0,1,1,1,0,0,New Zealand
TC Bruce, BM Wheeler,2017-2017,2017,2017,1,1,1,1*,-,0,0,New Zealand
MS Chapman, GD Phillips,2018-2018,2018,2018,1,0,1,1,1,0,0,New Zealand
C de Grandhomme, TWM Latham,2017-2017,2017,2017,1,0,1,1,1,0,0,New Zealand
AM Ellis, RM Hira,2013-2013,2013,2013,1,0,1,1,1,0,0,New Zealand
JEC Franklin, HD Rutherford,2013-2013,2013,2013,1,0,1,1,1,0,0,New Zealand
GJ Hopkins, JDP Oram,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand
TWM Latham, JDP Oram,2012-2012,2012,2012,1,0,1,1,1,0,0,New Zealand
NL McCullum, CD McMillan,2007-2007,2007,2007,1,0,1,1,1,0,0,New Zealand
KD Mills, LRPL Taylor,2010-2010,2010,2010,1,0,1,1,1,0,0,New Zealand
MS Sinclair, SB Styris,2007-2007,2007,2007,1,0,1,1,1,0,0,New Zealand
CJ Anderson, TWM Latham,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand
TA Boult, MJ McClenaghan,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand
TA Boult, IS Sodhi,2014-2018,2014,2018,2,0,0,0,0,0,0,New Zealand
DAJ Bracewell, JEC Franklin,2012-2012,2012,2012,1,0,0,0,0,0,0,New Zealand
NT Broom, DL Vettori,2009-2009,2009,2009,1,0,0,0,0,0,0,New Zealand
DG Brownlie, LRPL Taylor,2010-2010,2010,2010,1,0,0,0,0,0,0,New Zealand
C de Grandhomme, L Ronchi,2017-2017,2017,2017,1,0,0,0,0,0,0,New Zealand
MR Gillespie, JS Patel,2007-2007,2007,2007,1,0,0,0,0,0,0,New Zealand
MJ Henry, MJ McClenaghan,2015-2015,2015,2015,1,0,0,0,0,0,0,New Zealand
BB McCullum, MS Sinclair,2005-2005,2005,2005,1,0,0,0,0,0,0,New Zealand
NL McCullum, AJ McKay,2010-2010,2010,2010,1,0,0,0,0,0,0,New Zealand
AF Milne, KS Williamson,2016-2016,2016,2016,1,0,0,0,0,0,0,New Zealand
C Munro, GH Worker,2015-2015,2015,2015,1,0,0,0,0,0,0,New Zealand
JDS Neesham, DL Vettori,2014-2014,2014,2014,1,0,0,0,0,0,0,New Zealand
S Dhawan, RG Sharma,2013-2018,2013,2018,42,0,1383,160,32.92,3,5,India
V Kohli, RG Sharma,2010-2018,2010,2018,20,0,767,138,38.35,3,3,India
MS Dhoni, Yuvraj Singh,2007-2017,2007,2017,23,4,730,102*,38.42,1,5,India
V Kohli, SK Raina,2011-2018,2011,2018,21,2,703,134,37,1,5,India
KL Rahul, RG Sharma,2016-2018,2016,2018,9,1,608,165,76,2,3,India
V Kohli, Yuvraj Singh,2012-2016,2012,2016,15,1,602,68,43,0,6,India
MS Dhoni, SK Raina,2009-2017,2009,2017,21,1,549,60,27.45,0,2,India
G Gambhir, V Sehwag,2007-2012,2007,2012,17,0,545,136,32.05,1,2,India
MS Dhoni, V Kohli,2014-2018,2014,2018,14,9,423,67*,84.6,0,3,India
S Dhawan, V Kohli,2013-2018,2013,2018,11,1,390,94,39,0,4,India
SK Raina, Yuvraj Singh,2009-2017,2009,2017,12,1,339,88,30.81,0,3,India
SK Raina, RG Sharma,2009-2018,2009,2018,22,4,338,102,18.77,1,0,India
G Gambhir, RG Sharma,2007-2012,2007,2012,8,0,282,77,35.25,0,2,India
MS Dhoni, MK Pandey,2016-2018,2016,2018,8,3,278,98*,55.6,0,3,India
S Dhawan, SK Raina,2013-2018,2013,2018,7,0,276,68,39.42,0,2,India
MS Dhoni, RG Sharma,2007-2018,2007,2018,10,2,250,85,31.25,0,1,India
G Gambhir, V Kohli,2012-2012,2012,2012,6,0,248,57,41.33,0,3,India
V Kohli, AM Rahane,2011-2016,2011,2016,8,0,233,74,29.12,0,2,India
