Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
MA Carberry, AD Hales,2014-2014,2014,2014,1,0,9,9,9,0,0,England,MA Carberry & AD Hales
PD Collingwood, RWT Key,2009-2009,2009,2009,1,0,9,9,9,0,0,England,PD Collingwood & RWT Key
JS Foster, RWT Key,2009-2009,2009,2009,1,1,9,9*,-,0,0,England,JS Foster & RWT Key
LS Livingstone, EJG Morgan,2017-2017,2017,2017,1,0,9,9,9,0,0,England,LS Livingstone & EJG Morgan
PA Nixon, MS Panesar,2007-2007,2007,2007,1,0,9,9,9,0,0,England,PA Nixon & MS Panesar
GP Swann, MH Yardy,2010-2010,2010,2010,2,1,9,6*,9,0,0,England,GP Swann & MH Yardy
SCJ Broad, CJ Jordan,2014-2014,2014,2014,2,0,8,6,4,0,0,England,SCJ Broad & CJ Jordan
SCJ Broad, AD Mascarenhas,2007-2009,2007,2009,2,1,8,8*,8,0,0,England,SCJ Broad & AD Mascarenhas
LS Livingstone, JJ Roy,2017-2017,2017,2017,1,0,8,8,8,0,0,England,LS Livingstone & JJ Roy
DL Maddy, LJ Wright,2007-2007,2007,2007,1,0,8,8,8,0,0,England,DL Maddy & LJ Wright
SR Patel, BA Stokes,2011-2011,2011,2011,1,0,8,8,8,0,0,England,SR Patel & BA Stokes
JM Bairstow, DJ Willey,2017-2018,2017,2018,2,0,7,4,3.5,0,0,England,JM Bairstow & DJ Willey
TT Bresnan, GP Swann,2010-2010,2010,2010,1,1,7,7*,-,0,0,England,TT Bresnan & GP Swann
SCJ Broad, SR Patel,2012-2012,2012,2012,2,0,7,5,3.5,0,0,England,SCJ Broad & SR Patel
PD Collingwood, MJ Prior,2007-2010,2007,2010,2,1,7,4*,7,0,0,England,PD Collingwood & MJ Prior
TK Curran, LE Plunkett,2017-2017,2017,2017,1,0,7,7,7,0,0,England,TK Curran & LE Plunkett
JW Dernbach, CJ Jordan,2014-2014,2014,2014,1,0,7,7,7,0,0,England,JW Dernbach & CJ Jordan
CJ Jordan, EJG Morgan,2018-2018,2018,2018,1,1,7,7*,-,0,0,England,CJ Jordan & EJG Morgan
SI Mahmood, MJ Prior,2009-2009,2009,2009,1,1,7,7*,-,0,0,England,SI Mahmood & MJ Prior
MM Ali, JM Bairstow,2018-2018,2018,2018,1,1,6,6*,-,0,0,England,MM Ali & JM Bairstow
JM Anderson, PA Nixon,2007-2007,2007,2007,1,1,6,6*,-,0,0,England,JM Anderson & PA Nixon
JM Bairstow, AU Rashid,2017-2017,2017,2017,1,0,6,6,6,0,0,England,JM Bairstow & AU Rashid
SW Billings, CJ Jordan,2016-2016,2016,2016,1,0,6,6,6,0,0,England,SW Billings & CJ Jordan
TT Bresnan, CJ Jordan,2014-2014,2014,2014,1,0,6,6,6,0,0,England,TT Bresnan & CJ Jordan
SCJ Broad, JE Root,2013-2013,2013,2013,1,1,6,6*,-,0,0,England,SCJ Broad & JE Root
DJ Malan, JJ Roy,2018-2018,2018,2018,2,0,6,4,3,0,0,England,DJ Malan & JJ Roy
EJG Morgan, GP Swann,2010-2010,2010,2010,1,0,6,6,6,0,0,England,EJG Morgan & GP Swann
OA Shah, GP Swann,2009-2009,2009,2009,1,0,6,6,6,0,0,England,OA Shah & GP Swann
JM Vince, DJ Willey,2015-2015,2015,2015,1,0,6,6,6,0,0,England,JM Vince & DJ Willey
CR Woakes, LJ Wright,2011-2011,2011,2011,1,0,6,6,6,0,0,England,CR Woakes & LJ Wright
JM Bairstow, SCJ Broad,2012-2012,2012,2012,1,0,5,5,5,0,0,England,JM Bairstow & SCJ Broad
SCJ Broad, CR Woakes,2011-2011,2011,2011,1,0,5,5,5,0,0,England,SCJ Broad & CR Woakes
PD Collingwood, P Mustard,2008-2008,2008,2008,1,0,5,5,5,0,0,England,PD Collingwood & P Mustard
LA Dawson, LS Livingstone,2017-2017,2017,2017,1,0,5,5,5,0,0,England,LA Dawson & LS Livingstone
AU Rashid, RJW Topley,2016-2016,2016,2016,1,0,5,5,5,0,0,England,AU Rashid & RJW Topley
SCJ Broad, A Khan,2009-2009,2009,2009,1,0,4,4,4,0,0,England,SCJ Broad & A Khan
PD Collingwood, J Lewis,2005-2005,2005,2005,1,0,4,4,4,0,0,England,PD Collingwood & J Lewis
LA Dawson, LE Plunkett,2017-2017,2017,2017,1,1,4,4*,-,0,0,England,LA Dawson & LE Plunkett
LE Plunkett, BA Stokes,2017-2017,2017,2017,1,0,4,4,4,0,0,England,LE Plunkett & BA Stokes
MJ Prior, AU Rashid,2009-2009,2009,2009,1,0,4,4,4,0,0,England,MJ Prior & AU Rashid
AU Rashid, DJ Willey,2018-2018,2018,2018,1,0,4,4,4,0,0,England,AU Rashid & DJ Willey
A Shahzad, CR Woakes,2011-2011,2011,2011,1,1,4,4*,-,0,0,England,A Shahzad & CR Woakes
MM Ali, LE Plunkett,2016-2016,2016,2016,1,1,3,3*,-,0,0,England,MM Ali & LE Plunkett
GJ Batty, SCJ Broad,2009-2009,2009,2009,1,0,3,3,3,0,0,England,GJ Batty & SCJ Broad
RS Bopara, IJL Trott,2009-2009,2009,2009,1,0,3,3,3,0,0,England,RS Bopara & IJL Trott
SCJ Broad, RJ Kirtley,2007-2007,2007,2007,1,0,3,3,3,0,0,England,SCJ Broad & RJ Kirtley
PD Collingwood, A Flintoff,2007-2007,2007,2007,2,0,3,3,1.5,0,0,England,PD Collingwood & A Flintoff
PD Collingwood, GP Swann,2008-2008,2008,2008,1,0,3,3,3,0,0,England,PD Collingwood & GP Swann
JW Dernbach, GP Swann,2011-2011,2011,2011,1,0,3,3,3,0,0,England,JW Dernbach & GP Swann
ST Finn, GP Swann,2012-2012,2012,2012,1,0,3,3,3,0,0,England,ST Finn & GP Swann
EC Joyce, MP Vaughan,2007-2007,2007,2007,1,0,3,3,3,0,0,England,EC Joyce & MP Vaughan
AD Mascarenhas, AJ Strauss,2009-2009,2009,2009,1,0,3,3,3,0,0,England,AD Mascarenhas & AJ Strauss
DJ Willey, CR Woakes,2015-2015,2015,2015,1,0,3,3,3,0,0,England,DJ Willey & CR Woakes
JM Anderson, CP Schofield,2007-2007,2007,2007,1,1,2,2*,-,0,0,England,JM Anderson & CP Schofield
JM Bairstow, LE Plunkett,2017-2017,2017,2017,1,0,2,2,2,0,0,England,JM Bairstow & LE Plunkett
SG Borthwick, GP Swann,2011-2011,2011,2011,1,0,2,2,2,0,0,England,SG Borthwick & GP Swann
A Flintoff, MP Vaughan,2007-2007,2007,2007,1,0,2,2,2,0,0,England,A Flintoff & MP Vaughan
AD Hales, JM Vince,2015-2015,2015,2015,1,0,2,2,2,0,0,England,AD Hales & JM Vince
C Kieswetter, BA Stokes,2011-2011,2011,2011,1,0,2,2,2,0,0,England,C Kieswetter & BA Stokes
J Lewis, PA Nixon,2007-2007,2007,2007,1,0,2,2,2,0,0,England,J Lewis & PA Nixon
EJG Morgan, MJ Prior,2009-2009,2009,2009,1,0,2,2,2,0,0,England,EJG Morgan & MJ Prior
SD Parry, JC Tredwell,2014-2014,2014,2014,1,0,2,2,2,0,0,England,SD Parry & JC Tredwell
SR Patel, LJ Wright,2012-2012,2012,2012,1,1,2,2*,-,0,0,England,SR Patel & LJ Wright
MJ Prior, LJ Wright,2007-2009,2007,2009,3,0,2,2,0.66,0,0,England,MJ Prior & LJ Wright
CP Schofield, LJ Wright,2007-2007,2007,2007,1,0,2,2,2,0,0,England,CP Schofield & LJ Wright
ME Trescothick, MP Vaughan,2005-2005,2005,2005,1,0,2,2,2,0,0,England,ME Trescothick & MP Vaughan
MM Ali, AU Rashid,2016-2016,2016,2016,1,1,1,1*,-,0,0,England,MM Ali & AU Rashid
MM Ali, JJ Roy,2015-2015,2015,2015,1,0,1,1,1,0,0,England,MM Ali & JJ Roy
MM Ali, JM Vince,2015-2015,2015,2015,2,0,1,1,0.5,0,0,England,MM Ali & JM Vince
IR Bell, P Mustard,2008-2008,2008,2008,1,0,1,1,1,0,0,England,IR Bell & P Mustard
SW Billings, BA Stokes,2016-2016,2016,2016,1,0,1,1,1,0,0,England,SW Billings & BA Stokes
RS Bopara, JL Denly,2009-2009,2009,2009,1,0,1,1,1,0,0,England,RS Bopara & JL Denly
SCJ Broad, MH Yardy,2007-2007,2007,2007,1,1,1,1*,-,0,0,England,SCJ Broad & MH Yardy
JS Foster, OA Shah,2009-2009,2009,2009,1,0,1,1,1,0,0,England,JS Foster & OA Shah
CJ Jordan, JE Root,2016-2016,2016,2016,1,0,1,1,1,0,0,England,CJ Jordan & JE Root
JM Anderson, SCJ Broad,2009-2009,2009,2009,1,0,0,0,0,0,0,England,JM Anderson & SCJ Broad
JM Anderson, AU Rashid,2009-2009,2009,2009,1,0,0,0,0,0,0,England,JM Anderson & AU Rashid
SW Billings, AU Rashid,2016-2016,2016,2016,1,0,0,0,0,0,0,England,SW Billings & AU Rashid
TT Bresnan, PD Collingwood,2010-2010,2010,2010,1,0,0,0,0,0,0,England,TT Bresnan & PD Collingwood
TT Bresnan, MJ Prior,2009-2009,2009,2009,1,0,0,0,0,0,0,England,TT Bresnan & MJ Prior
SCJ Broad, ST Finn,2012-2012,2012,2012,1,0,0,0,0,0,0,England,SCJ Broad & ST Finn
PD Collingwood, MJ Lumb,2010-2010,2010,2010,1,0,0,0,0,0,0,England,PD Collingwood & MJ Lumb
AD Hales, SR Patel,2012-2012,2012,2012,1,0,0,0,0,0,0,England,AD Hales & SR Patel
AD Mascarenhas, LJ Wright,2007-2007,2007,2007,1,0,0,0,0,0,0,England,AD Mascarenhas & LJ Wright
TS Mills, AU Rashid,2017-2017,2017,2017,1,0,0,0,0,0,0,England,TS Mills & AU Rashid
Babar Hayat, MS Chapman,2014-2016,2014,2016,14,1,392,127*,30.15,1,1,Hong Kong,Babar Hayat & MS Chapman
Anshuman Rath, Babar Hayat,2015-2017,2015,2017,10,1,224,58,24.88,0,1,Hong Kong,Anshuman Rath & Babar Hayat
Babar Hayat, Nizakat Khan,2014-2017,2014,2017,8,0,168,56,21,0,1,Hong Kong,Babar Hayat & Nizakat Khan
Anshuman Rath, Nizakat Khan,2015-2017,2015,2017,5,0,129,48,25.8,0,0,Hong Kong,Anshuman Rath & Nizakat Khan
Aizaz Khan, Nizakat Khan,2015-2017,2015,2017,6,0,127,53,21.16,0,1,Hong Kong,Aizaz Khan & Nizakat Khan
Anshuman Rath, KD Shah,2015-2016,2015,2016,6,0,110,56,18.33,0,1,Hong Kong,Anshuman Rath & KD Shah
Aizaz Khan, Tanwir Afzal,2014-2016,2014,2016,5,1,91,45,22.75,0,0,Hong Kong,Aizaz Khan & Tanwir Afzal
Anshuman Rath, Waqas Khan,2017-2017,2017,2017,2,0,86,77,43,0,1,Hong Kong,Anshuman Rath & Waqas Khan
Nizakat Khan, Tanwir Afzal,2015-2016,2015,2016,4,0,80,55,20,0,1,Hong Kong,Nizakat Khan & Tanwir Afzal
JJ Atkinson, MS Chapman,2014-2016,2014,2016,5,0,77,32,15.4,0,0,Hong Kong,JJ Atkinson & MS Chapman
Anshuman Rath, MS Chapman,2015-2016,2015,2016,4,0,73,49,18.25,0,0,Hong Kong,Anshuman Rath & MS Chapman
Aizaz Khan, Babar Hayat,2015-2017,2015,2017,4,2,70,29,35,0,0,Hong Kong,Aizaz Khan & Babar Hayat
Anshuman Rath, JJ Atkinson,2016-2016,2016,2016,3,0,69,36,23,0,0,Hong Kong,Anshuman Rath & JJ Atkinson
JJ Atkinson, Irfan Ahmed,2014-2015,2014,2015,4,0,65,34,16.25,0,0,Hong Kong,JJ Atkinson & Irfan Ahmed
JJ Atkinson, RJ Campbell,2016-2016,2016,2016,3,0,64,40,21.33,0,0,Hong Kong,JJ Atkinson & RJ Campbell
MS Chapman, Waqas Barkat,2014-2015,2014,2015,2,0,63,60,31.5,0,1,Hong Kong,MS Chapman & Waqas Barkat
Ehsan Khan, Shahid Wasif,2016-2017,2016,2017,2,1,63,46,63,0,0,Hong Kong,Ehsan Khan & Shahid Wasif
Babar Hayat, Waqas Barkat,2014-2015,2014,2015,3,0,62,28,20.66,0,0,Hong Kong,Babar Hayat & Waqas Barkat
MS Chapman, Nizakat Khan,2014-2016,2014,2016,6,0,56,25,9.33,0,0,Hong Kong,MS Chapman & Nizakat Khan
JJ Atkinson, Babar Hayat,2016-2016,2016,2016,3,0,52,28,17.33,0,0,Hong Kong,JJ Atkinson & Babar Hayat
JJ Atkinson, Nizakat Khan,2015-2015,2015,2015,1,0,51,51,51,0,1,Hong Kong,JJ Atkinson & Nizakat Khan
JJ Atkinson, Waqas Barkat,2014-2014,2014,2014,2,0,51,42,25.5,0,0,Hong Kong,JJ Atkinson & Waqas Barkat
MS Chapman, Tanwir Afzal,2015-2016,2015,2016,3,0,49,27,16.33,0,0,Hong Kong,MS Chapman & Tanwir Afzal
Haseeb Amjad, Tanwir Afzal,2014-2016,2014,2016,3,0,49,37,16.33,0,0,Hong Kong,Haseeb Amjad & Tanwir Afzal
C Carter, Waqas Khan,2015-2016,2015,2016,2,1,46,36,46,0,0,Hong Kong,C Carter & Waqas Khan
Munir Dar, Nizakat Khan,2014-2014,2014,2014,2,0,43,33,21.5,0,0,Hong Kong,Munir Dar & Nizakat Khan
Anshuman Rath, Tanwir Afzal,2016-2016,2016,2016,3,1,42,22,21,0,0,Hong Kong,Anshuman Rath & Tanwir Afzal
Anshuman Rath, Shahid Wasif,2017-2017,2017,2017,1,0,41,41,41,0,0,Hong Kong,Anshuman Rath & Shahid Wasif
Babar Hayat, Tanwir Afzal,2014-2016,2014,2016,3,0,41,27,13.66,0,0,Hong Kong,Babar Hayat & Tanwir Afzal
Nizakat Khan, KD Shah,2016-2016,2016,2016,2,0,39,26,19.5,0,0,Hong Kong,Nizakat Khan & KD Shah
Babar Hayat, Waqas Khan,2016-2016,2016,2016,1,0,37,37,37,0,0,Hong Kong,Babar Hayat & Waqas Khan
Ehsan Khan, Waqas Barkat,2017-2017,2017,2017,1,1,28,28*,-,0,0,Hong Kong,Ehsan Khan & Waqas Barkat
Aizaz Khan, Haseeb Amjad,2014-2015,2014,2015,3,1,25,13,12.5,0,0,Hong Kong,Aizaz Khan & Haseeb Amjad
Munir Dar, Tanwir Afzal,2014-2014,2014,2014,2,0,25,17,12.5,0,0,Hong Kong,Munir Dar & Tanwir Afzal
Aizaz Khan, Anas Khan,2014-2014,2014,2014,1,0,24,24,24,0,0,Hong Kong,Aizaz Khan & Anas Khan
Anas Khan, Tanwir Afzal,2014-2014,2014,2014,1,0,24,24,24,0,0,Hong Kong,Anas Khan & Tanwir Afzal
Babar Hayat, Ehsan Khan,2016-2016,2016,2016,1,0,24,24,24,0,0,Hong Kong,Babar Hayat & Ehsan Khan
Haseeb Amjad, Nadeem Ahmed,2014-2016,2014,2016,4,1,24,14*,8,0,0,Hong Kong,Haseeb Amjad & Nadeem Ahmed
Ehsan Khan, Tanwir Afzal,2016-2016,2016,2016,1,0,21,21,21,0,0,Hong Kong,Ehsan Khan & Tanwir Afzal
C Carter, Nizakat Khan,2015-2015,2015,2015,1,0,20,20,20,0,0,Hong Kong,C Carter & Nizakat Khan
Babar Hayat, KD Shah,2015-2015,2015,2015,1,0,19,19,19,0,0,Hong Kong,Babar Hayat & KD Shah
C Carter, Nadeem Ahmed,2016-2017,2016,2017,2,0,18,16,9,0,0,Hong Kong,C Carter & Nadeem Ahmed
Irfan Ahmed, Nizakat Khan,2015-2015,2015,2015,1,0,18,18,18,0,0,Hong Kong,Irfan Ahmed & Nizakat Khan
Aizaz Khan, KD Shah,2016-2016,2016,2016,1,1,16,16*,-,0,0,Hong Kong,Aizaz Khan & KD Shah
Irfan Ahmed, Waqas Barkat,2014-2014,2014,2014,4,0,16,10,4,0,0,Hong Kong,Irfan Ahmed & Waqas Barkat
C Carter, Tanveer Ahmed,2017-2017,2017,2017,1,0,15,15,15,0,0,Hong Kong,C Carter & Tanveer Ahmed
Aizaz Khan, Waqas Barkat,2015-2015,2015,2015,1,1,14,14*,-,0,0,Hong Kong,Aizaz Khan & Waqas Barkat
Anshuman Rath, Irfan Ahmed,2015-2015,2015,2015,2,0,14,8,7,0,0,Hong Kong,Anshuman Rath & Irfan Ahmed
Nadeem Ahmed, KD Shah,2015-2015,2015,2015,1,0,13,13,13,0,0,Hong Kong,Nadeem Ahmed & KD Shah
Aizaz Khan, Anshuman Rath,2015-2017,2015,2017,3,0,11,8,3.66,0,0,Hong Kong,Aizaz Khan & Anshuman Rath
C Carter, Ehsan Khan,2017-2017,2017,2017,1,0,10,10,10,0,0,Hong Kong,C Carter & Ehsan Khan
MS Chapman, Haseeb Amjad,2015-2015,2015,2015,1,0,10,10,10,0,0,Hong Kong,MS Chapman & Haseeb Amjad
Shahid Wasif, Waqas Khan,2017-2017,2017,2017,2,1,10,7*,10,0,0,Hong Kong,Shahid Wasif & Waqas Khan
Aizaz Khan, MS Chapman,2015-2015,2015,2015,1,0,9,9,9,0,0,Hong Kong,Aizaz Khan & MS Chapman
Aizaz Khan, Irfan Ahmed,2014-2014,2014,2014,1,0,9,9,9,0,0,Hong Kong,Aizaz Khan & Irfan Ahmed
Aizaz Khan, Waqas Khan,2016-2017,2016,2017,2,0,8,8,4,0,0,Hong Kong,Aizaz Khan & Waqas Khan
Aizaz Khan, Nadeem Ahmed,2015-2015,2015,2015,1,1,7,7*,-,0,0,Hong Kong,Aizaz Khan & Nadeem Ahmed
Anshuman Rath, Waqas Barkat,2015-2015,2015,2015,2,0,6,6,3,0,0,Hong Kong,Anshuman Rath & Waqas Barkat
Ehsan Khan, Waqas Khan,2017-2017,2017,2017,1,0,6,6,6,0,0,Hong Kong,Ehsan Khan & Waqas Khan
Tanwir Afzal, Waqas Barkat,2016-2016,2016,2016,1,0,6,6,6,0,0,Hong Kong,Tanwir Afzal & Waqas Barkat
Aizaz Khan, C Carter,2015-2016,2015,2016,2,0,5,4,2.5,0,0,Hong Kong,Aizaz Khan & C Carter
Haseeb Amjad, Waqas Khan,2016-2016,2016,2016,1,1,5,5*,-,0,0,Hong Kong,Haseeb Amjad & Waqas Khan
Irfan Ahmed, KD Shah,2014-2014,2014,2014,1,0,5,5,5,0,0,Hong Kong,Irfan Ahmed & KD Shah
C Carter, MS Chapman,2015-2015,2015,2015,1,0,4,4,4,0,0,Hong Kong,C Carter & MS Chapman
Haseeb Amjad, KD Shah,2015-2015,2015,2015,1,0,4,4,4,0,0,Hong Kong,Haseeb Amjad & KD Shah
Anas Khan, Haseeb Amjad,2014-2014,2014,2014,1,0,3,3,3,0,0,Hong Kong,Anas Khan & Haseeb Amjad
Haseeb Amjad, Nizakat Khan,2015-2015,2015,2015,1,0,3,3,3,0,0,Hong Kong,Haseeb Amjad & Nizakat Khan
MS Chapman, Irfan Ahmed,2015-2015,2015,2015,1,0,2,2,2,0,0,Hong Kong,MS Chapman & Irfan Ahmed
Haseeb Amjad, Najeeb Amar,2014-2014,2014,2014,1,0,2,2,2,0,0,Hong Kong,Haseeb Amjad & Najeeb Amar
Nadeem Ahmed, Tanveer Ahmed,2016-2016,2016,2016,1,0,2,2,2,0,0,Hong Kong,Nadeem Ahmed & Tanveer Ahmed
Najeeb Amar, Tanwir Afzal,2014-2014,2014,2014,1,0,2,2,2,0,0,Hong Kong,Najeeb Amar & Tanwir Afzal
Anas Khan, Nadeem Ahmed,2014-2014,2014,2014,1,1,1,1*,-,0,0,Hong Kong,Anas Khan & Nadeem Ahmed
Babar Hayat, Irfan Ahmed,2014-2014,2014,2014,1,0,1,1,1,0,0,Hong Kong,Babar Hayat & Irfan Ahmed
Nizakat Khan, Waqas Khan,2015-2015,2015,2015,1,0,1,1,1,0,0,Hong Kong,Nizakat Khan & Waqas Khan
C Carter, Ehsan Nawaz,2017-2017,2017,2017,1,0,0,0,0,0,0,Hong Kong,C Carter & Ehsan Nawaz
A Mehmood, Tanveer Ahmed,2016-2016,2016,2016,1,0,0,0,0,0,0,Hong Kong,A Mehmood & Tanveer Ahmed
KD Shah, Tanwir Afzal,2016-2016,2016,2016,1,0,0,0,0,0,0,Hong Kong,KD Shah & Tanwir Afzal
S Dhawan, RG Sharma,2013-2018,2013,2018,42,0,1383,160,32.92,3,5,India,S Dhawan & RG Sharma
V Kohli, RG Sharma,2010-2018,2010,2018,20,0,767,138,38.35,3,3,India,V Kohli & RG Sharma
MS Dhoni, Yuvraj Singh,2007-2017,2007,2017,23,4,730,102*,38.42,1,5,India,MS Dhoni & Yuvraj Singh
V Kohli, SK Raina,2011-2018,2011,2018,21,2,703,134,37,1,5,India,V Kohli & SK Raina
KL Rahul, RG Sharma,2016-2018,2016,2018,9,1,608,165,76,2,3,India,KL Rahul & RG Sharma
V Kohli, Yuvraj Singh,2012-2016,2012,2016,15,1,602,68,43,0,6,India,V Kohli & Yuvraj Singh
MS Dhoni, SK Raina,2009-2017,2009,2017,21,1,549,60,27.45,0,2,India,MS Dhoni & SK Raina
G Gambhir, V Sehwag,2007-2012,2007,2012,17,0,545,136,32.05,1,2,India,G Gambhir & V Sehwag
MS Dhoni, V Kohli,2014-2018,2014,2018,14,9,423,67*,84.6,0,3,India,MS Dhoni & V Kohli
S Dhawan, V Kohli,2013-2018,2013,2018,11,1,390,94,39,0,4,India,S Dhawan & V Kohli
SK Raina, Yuvraj Singh,2009-2017,2009,2017,12,1,339,88,30.81,0,3,India,SK Raina & Yuvraj Singh
SK Raina, RG Sharma,2009-2018,2009,2018,22,4,338,102,18.77,1,0,India,SK Raina & RG Sharma
G Gambhir, RG Sharma,2007-2012,2007,2012,8,0,282,77,35.25,0,2,India,G Gambhir & RG Sharma
MS Dhoni, MK Pandey,2016-2018,2016,2018,8,3,278,98*,55.6,0,3,India,MS Dhoni & MK Pandey
S Dhawan, SK Raina,2013-2018,2013,2018,7,0,276,68,39.42,0,2,India,S Dhawan & SK Raina
MS Dhoni, RG Sharma,2007-2018,2007,2018,10,2,250,85,31.25,0,1,India,MS Dhoni & RG Sharma
G Gambhir, V Kohli,2012-2012,2012,2012,6,0,248,57,41.33,0,3,India,G Gambhir & V Kohli
V Kohli, AM Rahane,2011-2016,2011,2016,8,0,233,74,29.12,0,2,India,V Kohli & AM Rahane
KL Rahul, SK Raina,2017-2018,2017,2018,4,0,233,106,58.25,1,1,India,KL Rahul & SK Raina
AM Rahane, RG Sharma,2014-2016,2014,2016,8,1,204,62,29.14,0,1,India,AM Rahane & RG Sharma
S Dhawan, MK Pandey,2017-2018,2017,2018,6,0,203,95,33.83,0,1,India,S Dhawan & MK Pandey
S Dhawan, RR Pant,2017-2018,2017,2018,5,0,203,130,40.6,1,0,India,S Dhawan & RR Pant
MS Dhoni, KL Rahul,2016-2017,2016,2017,3,0,196,107,65.33,1,1,India,MS Dhoni & KL Rahul
G Gambhir, RV Uthappa,2007-2012,2007,2012,6,1,188,82,37.6,0,2,India,G Gambhir & RV Uthappa
MS Dhoni, G Gambhir,2007-2012,2007,2012,5,1,187,61,46.75,0,2,India,MS Dhoni & G Gambhir
V Kohli, KL Rahul,2017-2018,2017,2018,8,1,184,41,26.28,0,0,India,V Kohli & KL Rahul
G Gambhir, AM Rahane,2012-2012,2012,2012,5,0,177,77,35.4,0,1,India,G Gambhir & AM Rahane
RG Sharma, Yuvraj Singh,2009-2016,2009,2016,8,1,176,55,25.14,0,1,India,RG Sharma & Yuvraj Singh
KD Karthik, RR Pant,2017-2018,2017,2018,3,0,158,86,52.66,0,2,India,KD Karthik & RR Pant
G Gambhir, Yuvraj Singh,2007-2012,2007,2012,6,0,152,63,25.33,0,1,India,G Gambhir & Yuvraj Singh
YK Pathan, SK Raina,2009-2011,2009,2011,6,0,140,43,23.33,0,0,India,YK Pathan & SK Raina
KD Karthik, MK Pandey,2017-2018,2017,2018,6,4,138,68*,69,0,1,India,KD Karthik & MK Pandey
MS Dhoni, YK Pathan,2009-2011,2009,2011,5,1,131,63*,32.75,0,1,India,MS Dhoni & YK Pathan
R Ashwin, MS Dhoni,2011-2016,2011,2016,4,2,127,59*,63.5,0,1,India,R Ashwin & MS Dhoni
Mandeep Singh, KL Rahul,2016-2016,2016,2016,3,1,123,103*,61.5,1,0,India,Mandeep Singh & KL Rahul
V Kohli, MK Pandey,2017-2017,2017,2017,1,0,119,119,119,1,0,India,V Kohli & MK Pandey
G Gambhir, SK Raina,2009-2010,2009,2010,7,0,117,66,16.71,0,1,India,G Gambhir & SK Raina
S Dhawan, KL Rahul,2018-2018,2018,2018,5,0,111,46,22.2,0,0,India,S Dhawan & KL Rahul
HH Pandya, RG Sharma,2016-2018,2016,2018,4,1,111,61,37,0,2,India,HH Pandya & RG Sharma
SK Raina, M Vijay,2010-2010,2010,2010,2,0,106,79,53,0,1,India,SK Raina & M Vijay
MS Dhoni, HH Pandya,2016-2018,2016,2018,9,2,104,37*,14.85,0,0,India,MS Dhoni & HH Pandya
MK Pandey, HH Pandya,2017-2018,2017,2018,5,3,102,44*,51,0,0,India,MK Pandey & HH Pandya
RV Uthappa, Yuvraj Singh,2007-2007,2007,2007,2,0,94,84,47,0,1,India,RV Uthappa & Yuvraj Singh
MS Dhoni, RA Jadeja,2009-2016,2009,2016,9,3,93,27,15.5,0,0,India,MS Dhoni & RA Jadeja
MK Pandey, KL Rahul,2017-2018,2017,2018,3,0,89,56,29.66,0,1,India,MK Pandey & KL Rahul
V Kohli, V Sehwag,2012-2012,2012,2012,3,0,88,74,29.33,0,1,India,V Kohli & V Sehwag
MK Pandey, SK Raina,2018-2018,2018,2018,2,0,86,45,43,0,0,India,MK Pandey & SK Raina
IK Pathan, YK Pathan,2009-2009,2009,2009,3,2,80,59*,80,0,1,India,IK Pathan & YK Pathan
MS Dhoni, IK Pathan,2007-2009,2007,2009,4,2,76,29,38,0,0,India,MS Dhoni & IK Pathan
HH Pandya, SK Raina,2016-2016,2016,2016,2,0,76,59,38,0,1,India,HH Pandya & SK Raina
S Badrinath, RG Sharma,2011-2011,2011,2011,1,0,71,71,71,0,1,India,S Badrinath & RG Sharma
S Dhawan, AM Rahane,2014-2016,2014,2016,3,1,70,55*,35,0,1,India,S Dhawan & AM Rahane
SS Iyer, V Kohli,2017-2017,2017,2017,2,0,69,54,34.5,0,1,India,SS Iyer & V Kohli
AM Rahane, M Vijay,2015-2015,2015,2015,2,0,68,64,34,0,1,India,AM Rahane & M Vijay
YK Pathan, Yuvraj Singh,2009-2011,2009,2011,3,0,67,64,22.33,0,1,India,YK Pathan & Yuvraj Singh
R Dravid, AM Rahane,2011-2011,2011,2011,1,0,65,65,65,0,1,India,R Dravid & AM Rahane
V Kohli, YK Pathan,2010-2010,2010,2010,1,1,64,64*,-,0,1,India,V Kohli & YK Pathan
SS Iyer, KL Rahul,2017-2017,2017,2017,1,0,63,63,63,0,1,India,SS Iyer & KL Rahul
Harbhajan Singh, SK Raina,2009-2009,2009,2009,1,0,61,61,61,0,1,India,Harbhajan Singh & SK Raina
SS Iyer, MK Pandey,2017-2017,2017,2017,2,0,60,42,30,0,0,India,SS Iyer & MK Pandey
KD Karthik, V Kohli,2018-2018,2018,2018,1,1,60,60*,-,0,1,India,KD Karthik & V Kohli
MS Dhoni, RV Uthappa,2007-2007,2007,2007,2,0,57,46,28.5,0,0,India,MS Dhoni & RV Uthappa
M Vijay, Yuvraj Singh,2010-2010,2010,2010,1,0,55,55,55,0,1,India,M Vijay & Yuvraj Singh
RV Uthappa, M Vijay,2015-2015,2015,2015,1,0,53,53,53,0,1,India,RV Uthappa & M Vijay
MS Dhoni, KM Jadhav,2016-2017,2016,2017,2,0,50,33,25,0,0,India,MS Dhoni & KM Jadhav
